,shirtnumber,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,touches,tackles,interceptions,blocks,xg,npxg,xg_assist,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,take_ons,take_ons_won,name,match
0,7,FW,25-003,62,1,1,1,1,1,1,0,0,25,0,0,2,0.9,0.1,0.2,1,1,12,17,70.6,0,8,0,0,0,Havertz Kai,Germany-Scotland-June-14-2024-European-Championship
1,9,FW,31-126,28,1,0,0,0,1,1,0,0,5,0,0,0,0.2,0.2,0.0,1,0,3,3,100.0,0,0,0,0,0,Füllkrug Niclas,Germany-Scotland-June-14-2024-European-Championship
2,17,LW,21-042,62,1,0,0,0,3,1,0,0,44,0,0,1,0.2,0.2,0.0,1,0,30,33,90.9,3,22,4,2,1,Wirtz Florian,Germany-Scotland-June-14-2024-European-Championship
3,19,RW,28-155,28,0,0,0,0,3,2,0,0,24,0,0,0,0.2,0.2,0.0,2,1,13,15,86.7,4,14,2,4,0,Sané Leroy,Germany-Scotland-June-14-2024-European-Championship
4,10,"RW,LW",21-109,73,1,0,0,0,1,1,0,0,49,2,1,4,0.2,0.2,0.0,5,2,32,33,97.0,2,28,5,10,5,Musiala Jamal,Germany-Scotland-June-14-2024-European-Championship
5,13,LW,34-275,17,0,1,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,1,7,11,63.6,1,5,1,0,0,Müller Thomas,Germany-Scotland-June-14-2024-European-Championship
6,21,AM,33-234,90,0,0,0,0,2,1,0,0,42,2,0,0,0.2,0.2,0.0,5,2,32,35,91.4,2,22,1,0,0,Gündoğan İlkay,Germany-Scotland-June-14-2024-European-Championship
7,8,DM,34-162,79,0,0,0,0,0,0,0,0,106,0,1,1,0.0,0.0,0.2,6,1,102,105,97.1,15,63,0,0,0,Kroos Toni,Germany-Scotland-June-14-2024-European-Championship
8,25,DM,30-154,11,1,0,0,0,1,1,0,0,13,1,0,0,0.0,0.0,0.0,1,0,10,11,90.9,0,5,0,0,0,Can Emre,Germany-Scotland-June-14-2024-European-Championship
9,23,DM,29-266,45,0,0,0,0,0,0,1,0,32,1,0,2,0.0,0.0,0.0,0,0,25,28,89.3,0,15,0,0,0,Andrich Robert,Germany-Scotland-June-14-2024-European-Championship
10,5,DM,32-365,45,0,0,0,0,1,0,0,0,73,1,0,0,0.0,0.0,0.0,5,0,65,69,94.2,5,37,0,0,0,Groß Pascal,Germany-Scotland-June-14-2024-European-Championship
11,18,LB,27-088,90,0,0,0,0,3,0,0,0,87,1,0,4,0.1,0.1,0.1,4,1,63,73,86.3,6,51,6,1,0,Mittelstädt Maximilian,Germany-Scotland-June-14-2024-European-Championship
12,4,CB,28-124,90,0,0,0,0,0,0,1,0,97,0,0,0,0.0,0.0,0.0,2,0,92,94,97.9,7,60,0,0,0,Tah Jonathan,Germany-Scotland-June-14-2024-European-Championship
13,2,CB,31-103,90,0,0,0,0,2,1,0,0,102,1,0,0,0.0,0.0,0.0,1,0,85,93,91.4,9,59,0,0,0,Rüdiger Antonio,Germany-Scotland-June-14-2024-European-Championship
14,6,RB,29-127,90,0,1,0,0,1,0,0,0,95,1,0,1,0.0,0.0,0.3,4,1,80,90,88.9,7,55,1,1,0,Kimmich Joshua,Germany-Scotland-June-14-2024-European-Championship
15,1,GK,38-079,90,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,0,9,0,0,0,Neuer Manuel,Germany-Scotland-June-14-2024-European-Championship
16,10,FW,27-337,45,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,0,0,8,9,88.9,1,6,0,0,0,Adams Che,Germany-Scotland-June-14-2024-European-Championship
17,5,CB,32-207,45,0,0,0,0,0,0,0,0,8,1,0,1,0.0,0.0,0.0,0,0,4,5,80.0,1,2,0,0,0,Hanley Grant,Germany-Scotland-June-14-2024-European-Championship
18,11,"LM,FW",29-113,90,0,0,0,0,0,0,0,0,19,0,0,0,0.0,0.0,0.0,0,0,8,11,72.7,0,13,0,1,1,Christie Ryan,Germany-Scotland-June-14-2024-European-Championship
19,8,CM,31-000,66,0,0,0,0,0,0,0,0,23,0,1,1,0.0,0.0,0.0,0,0,13,16,81.3,0,14,0,0,0,McGregor Callum,Germany-Scotland-June-14-2024-European-Championship
20,14,CM,23-003,24,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,1,4,0,0,0,Gilmour Billy,Germany-Scotland-June-14-2024-European-Championship
21,4,CM,27-189,90,0,0,0,0,0,0,0,0,32,3,2,1,0.0,0.0,0.0,0,0,14,21,66.7,1,17,0,4,1,McTominay Scott,Germany-Scotland-June-14-2024-European-Championship
22,7,"RM,CM",29-240,66,0,0,0,0,0,0,0,0,17,0,1,1,0.0,0.0,0.0,0,0,8,11,72.7,0,12,0,2,1,McGinn John,Germany-Scotland-June-14-2024-European-Championship
23,23,CM,32-158,24,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,1,0,5,7,71.4,0,6,0,0,0,McLean Kenny,Germany-Scotland-June-14-2024-European-Championship
24,3,LB,30-095,90,0,0,0,0,0,0,0,0,44,3,1,0,0.0,0.0,0.0,0,0,27,35,77.1,2,21,1,4,2,Robertson Andrew,Germany-Scotland-June-14-2024-European-Championship
25,6,CB,27-009,76,0,0,0,0,0,0,0,0,49,2,0,0,0.0,0.0,0.0,0,0,30,44,68.2,2,32,2,0,0,Tierney Kieran,Germany-Scotland-June-14-2024-European-Championship
26,26,CB,27-215,14,0,0,0,0,1,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,5,0,0,0,McKenna Scott,Germany-Scotland-June-14-2024-European-Championship
27,13,CB,29-038,81,0,0,0,0,0,0,0,0,32,0,0,1,0.0,0.0,0.0,0,0,24,27,88.9,0,18,0,0,0,Hendry Jack,Germany-Scotland-June-14-2024-European-Championship
28,9,FW,28-309,9,0,0,0,0,0,0,0,0,4,1,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,2,0,0,0,Shankland Lawrence,Germany-Scotland-June-14-2024-European-Championship
29,15,CB,25-081,43,0,0,0,0,0,0,0,1,28,2,0,0,0.0,0.0,0.0,0,0,19,25,76.0,0,15,0,0,0,Porteous Ryan,Germany-Scotland-June-14-2024-European-Championship
30,2,RB,25-211,90,0,0,0,0,0,0,1,0,34,1,0,2,0.0,0.0,0.0,0,0,16,23,69.6,1,18,1,1,0,Ralston Anthony,Germany-Scotland-June-14-2024-European-Championship
31,1,GK,28-144,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,1,0,18,31,58.1,0,17,0,0,0,Gunn Angus,Germany-Scotland-June-14-2024-European-Championship
32,19,FW,30-142,90,1,0,0,0,2,1,0,0,32,2,0,3,0.9,0.9,0.0,0,0,10,20,50.0,3,20,0,0,0,Varga Barnabás,Hungary-Switzerland-June-15-2024-European-Championship
33,10,AM,23-234,90,0,1,0,0,0,0,0,0,58,1,0,2,0.0,0.0,0.9,5,1,40,49,81.6,2,35,0,1,1,Szoboszlai Dominik,Hungary-Switzerland-June-15-2024-European-Championship
34,20,AM,27-024,90,0,0,0,0,2,0,0,0,41,1,0,0,0.1,0.1,0.2,2,1,27,35,77.1,2,38,4,2,2,Sallai Roland,Hungary-Switzerland-June-15-2024-European-Championship
35,13,CM,25-063,90,0,0,0,0,0,0,0,0,58,2,0,0,0.0,0.0,0.0,0,0,48,50,96.0,5,44,1,2,1,Schäfer András,Hungary-Switzerland-June-15-2024-European-Championship
36,8,CM,28-364,66,0,0,0,0,0,0,0,0,50,3,1,0,0.0,0.0,0.0,1,0,38,45,84.4,6,39,0,0,0,Nagy Ádám,Hungary-Switzerland-June-15-2024-European-Championship
37,15,CM,30-068,24,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,13,14,92.9,2,12,0,1,0,Kleinheisler László,Hungary-Switzerland-June-15-2024-European-Championship
38,11,WB,20-221,78,0,0,0,0,0,0,0,0,38,1,0,0,0.0,0.0,0.0,0,0,14,29,48.3,2,27,4,0,0,Kerkez Milos,Hungary-Switzerland-June-15-2024-European-Championship
39,9,WB,29-222,12,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,3,6,50.0,0,4,0,0,0,Martin Ádám,Hungary-Switzerland-June-15-2024-European-Championship
40,5,"CB,WB",34-119,90,0,0,0,0,0,0,1,0,48,2,0,1,0.0,0.0,0.0,1,0,32,42,76.2,3,36,2,0,0,Fiola Attila,Hungary-Switzerland-June-15-2024-European-Championship
41,4,CB,26-147,78,0,0,0,0,1,0,1,0,63,2,2,0,0.1,0.1,0.0,1,0,42,50,84.0,6,41,0,1,0,Szalai Attila,Hungary-Switzerland-June-15-2024-European-Championship
42,24,CB,22-124,12,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,12,14,85.7,3,11,0,0,0,Dárdai Márton,Hungary-Switzerland-June-15-2024-European-Championship
43,6,CB,31-225,90,0,0,0,0,1,1,0,0,68,2,1,2,0.2,0.2,0.1,2,0,52,58,89.7,5,46,0,1,0,Orban Willi,Hungary-Switzerland-June-15-2024-European-Championship
44,2,CB,31-150,45,0,0,0,0,0,0,0,0,25,0,1,0,0.0,0.0,0.0,0,0,13,19,68.4,2,10,0,0,0,Lang Ádám,Hungary-Switzerland-June-15-2024-European-Championship
45,14,WB,24-206,45,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,17,22,77.3,0,15,1,1,0,Bolla Bendegúz,Hungary-Switzerland-June-15-2024-European-Championship
46,1,GK,34-040,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,28,32,87.5,0,28,0,0,0,Gulácsi Péter,Hungary-Switzerland-June-15-2024-European-Championship
47,18,FW,27-112,67,1,0,0,0,3,2,0,0,17,1,0,0,0.7,0.7,0.0,0,0,4,12,33.3,0,10,0,0,0,Duah Kwadwo,Hungary-Switzerland-June-15-2024-European-Championship
48,25,FW,23-194,23,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,9,1,1,0,Amdouni Zeki,Hungary-Switzerland-June-15-2024-European-Championship
49,17,AM,25-315,73,0,0,0,0,2,2,0,0,40,0,0,2,0.6,0.6,0.1,2,1,24,28,85.7,4,27,2,1,0,Vargas Ruben,Hungary-Switzerland-June-15-2024-European-Championship
50,7,AM,27-122,17,1,0,0,0,1,1,0,0,11,0,0,1,0.6,0.6,0.0,0,0,7,7,100.0,2,10,2,2,1,Embolo Breel,Hungary-Switzerland-June-15-2024-European-Championship
51,19,AM,23-234,85,0,0,0,0,3,0,0,0,33,2,1,2,0.1,0.1,0.1,3,0,12,19,63.2,1,27,7,6,3,Ndoye Dan,Hungary-Switzerland-June-15-2024-European-Championship
52,26,AM,22-120,5,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.1,1,0,2,4,50.0,0,2,1,1,1,Rieder Fabian,Hungary-Switzerland-June-15-2024-European-Championship
53,10,CM,31-262,90,0,0,0,0,1,1,0,0,97,3,0,2,0.1,0.1,0.2,4,0,79,89,88.8,8,76,2,0,0,Xhaka Granit,Hungary-Switzerland-June-15-2024-European-Championship
54,8,CM,32-061,85,0,1,0,0,0,0,1,0,47,0,1,0,0.0,0.0,0.1,1,1,39,42,92.9,4,34,2,0,0,Freuler Remo,Hungary-Switzerland-June-15-2024-European-Championship
55,16,CM,28-251,5,0,0,0,0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,3,0,0,0,Sierro Vincent,Hungary-Switzerland-June-15-2024-European-Championship
56,20,WB,27-161,90,1,1,0,0,1,1,0,0,61,1,0,0,0.1,0.1,0.5,3,1,48,56,85.7,4,43,1,0,0,Aebischer Michel,Hungary-Switzerland-June-15-2024-European-Championship
57,3,WB,31-102,67,0,0,0,0,0,0,1,0,39,0,1,1,0.0,0.0,0.0,0,0,28,33,84.8,1,23,1,1,0,Widmer Silvan,Hungary-Switzerland-June-15-2024-European-Championship
58,2,WB,22-104,23,0,0,0,0,0,0,0,0,11,3,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,2,0,0,0,Stergiou Leonidas,Hungary-Switzerland-June-15-2024-European-Championship
59,13,CB,31-295,90,0,0,0,0,0,0,0,0,60,3,0,0,0.0,0.0,0.0,3,0,45,52,86.5,2,44,4,1,0,Rodríguez Ricardo,Hungary-Switzerland-June-15-2024-European-Championship
60,5,CB,28-332,90,0,0,0,0,0,0,0,0,68,0,1,0,0.0,0.0,0.0,3,1,58,64,90.6,4,50,0,0,0,Akanji Manuel,Hungary-Switzerland-June-15-2024-European-Championship
61,22,CB,32-178,90,0,0,0,0,3,0,0,0,57,0,2,1,0.2,0.2,0.0,0,0,32,45,71.1,3,38,1,1,0,Schär Fabian,Hungary-Switzerland-June-15-2024-European-Championship
62,1,GK,35-181,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,23,30,76.7,0,26,0,0,0,Sommer Yann,Hungary-Switzerland-June-15-2024-European-Championship
63,7,FW,31-236,66,1,0,0,0,3,2,0,0,20,3,0,0,0.7,0.7,0.0,0,0,6,12,50.0,1,12,2,0,0,Morata Álvaro,Spain-Croatia-June-15-2024-European-Championship
64,21,FW,27-055,24,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,1,0,5,5,100.0,1,3,0,0,0,Oyarzabal Mikel,Spain-Croatia-June-15-2024-European-Championship
65,17,LW,21-339,67,0,0,0,0,0,0,0,0,21,0,0,1,0.0,0.0,0.1,2,0,13,17,76.5,1,13,1,4,2,Williams Nico,Spain-Croatia-June-15-2024-European-Championship
66,6,LM,27-359,23,0,0,0,0,0,0,0,0,11,0,1,0,0.0,0.0,0.0,0,0,5,8,62.5,0,6,0,0,0,Merino Mikel,Spain-Croatia-June-15-2024-European-Championship
67,19,RW,16-338,85,0,1,0,0,3,1,0,0,30,2,0,2,0.5,0.5,0.8,4,1,17,21,81.0,1,22,6,6,3,Yamal Lamine,Spain-Croatia-June-15-2024-European-Championship
68,11,RW,24-107,5,0,0,0,0,1,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,1,0,0,Torres Ferrán,Spain-Croatia-June-15-2024-European-Championship
69,8,"LM,RM,CM",28-073,90,1,1,0,0,1,1,0,0,61,1,0,0,0.1,0.1,0.4,6,4,49,55,89.1,7,39,3,3,2,Ruiz Peña Fabián,Spain-Croatia-June-15-2024-European-Championship
70,16,"CM,RM",27-359,85,0,0,0,0,0,0,1,0,68,0,0,2,0.0,0.0,0.0,3,1,57,65,87.7,3,33,1,0,0,Rodri,Spain-Croatia-June-15-2024-European-Championship
71,18,CM,25-134,5,0,0,0,0,0,0,0,0,10,1,0,0,0.0,0.0,0.0,0,0,9,9,100.0,1,5,0,0,0,Zubimendi Martín,Spain-Croatia-June-15-2024-European-Championship
72,20,RM,21-203,58,0,1,0,0,0,0,0,0,20,1,1,0,0.0,0.0,0.5,3,0,17,17,100.0,3,14,0,1,1,Pedri,Spain-Croatia-June-15-2024-European-Championship
73,10,"LW,LM",26-039,32,0,0,0,0,1,0,0,0,21,1,0,0,0.0,0.0,0.0,0,0,11,14,78.6,1,11,1,5,3,Olmo Dani,Spain-Croatia-June-15-2024-European-Championship
74,24,LB,25-329,90,0,0,0,0,0,0,0,0,61,2,1,2,0.0,0.0,0.0,1,0,40,54,74.1,2,31,2,0,0,Cucurella Marc,Spain-Croatia-June-15-2024-European-Championship
75,4,CB,34-149,90,0,0,0,0,0,0,0,0,62,1,0,0,0.0,0.0,0.0,1,0,53,56,94.6,4,39,0,1,1,Nacho,Spain-Croatia-June-15-2024-European-Championship
76,3,CB,27-217,90,0,0,0,0,1,0,0,0,57,0,1,0,0.1,0.1,0.0,0,0,42,53,79.2,3,36,1,0,0,Le Normand Robin,Spain-Croatia-June-15-2024-European-Championship
77,2,RB,32-156,90,1,0,0,0,1,1,0,0,66,2,1,3,0.5,0.5,0.0,0,0,51,56,91.1,0,33,1,1,0,Carvajal Dani,Spain-Croatia-June-15-2024-European-Championship
78,23,GK,27-004,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,29,43,67.4,0,35,0,0,0,Simón Unai,Spain-Croatia-June-15-2024-European-Championship
79,16,FW,32-329,55,0,0,0,0,2,0,0,0,11,0,0,1,0.3,0.3,0.4,1,0,1,4,25.0,0,3,0,0,0,Budimir Ante,Spain-Croatia-June-15-2024-European-Championship
80,14,LW,35-134,35,0,0,0,0,3,1,0,0,21,0,1,0,0.1,0.1,0.0,1,0,6,13,46.2,0,11,2,3,1,Perišić Ivan,Spain-Croatia-June-15-2024-European-Championship
81,9,"LW,FW",32-362,71,0,0,0,0,2,1,0,0,34,0,1,1,0.5,0.5,0.1,5,0,21,27,77.8,3,19,1,1,1,Kramarić Andrej,Spain-Croatia-June-15-2024-European-Championship
82,17,FW,29-273,19,0,0,0,1,0,0,0,0,11,0,0,0,0.8,0.0,0.0,2,0,4,6,66.7,1,7,1,1,0,Petković Bruno,Spain-Croatia-June-15-2024-European-Championship
83,7,"RW,LM",26-150,90,0,0,0,0,1,0,0,0,66,2,0,4,0.1,0.1,0.2,4,0,55,59,93.2,7,46,1,0,0,Majer Lovro,Spain-Croatia-June-15-2024-European-Championship
84,8,LM,30-040,64,0,0,0,0,3,1,0,0,45,0,0,0,0.4,0.4,0.0,3,0,35,38,92.1,3,32,5,6,4,Kovačić Mateo,Spain-Croatia-June-15-2024-European-Championship
85,25,RM,21-281,26,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0.0,0.0,2,0,21,23,91.3,1,16,2,0,0,Sučić Luka,Spain-Croatia-June-15-2024-European-Championship
86,11,CM,31-212,90,0,0,0,0,1,1,0,0,72,1,1,1,0.1,0.1,0.0,3,0,62,66,93.9,5,37,0,0,0,Brozović Marcelo,Spain-Croatia-June-15-2024-European-Championship
87,10,RM,38-280,64,0,0,0,0,0,0,0,0,42,0,0,1,0.0,0.0,0.0,1,0,36,41,87.8,5,26,2,0,0,Modrić Luka,Spain-Croatia-June-15-2024-European-Championship
88,15,RW,29-127,26,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,1,0,11,12,91.7,2,10,1,0,0,Pašalić Mario,Spain-Croatia-June-15-2024-European-Championship
89,4,LB,22-144,90,0,0,0,0,2,0,0,0,49,2,1,1,0.1,0.1,0.0,0,0,35,39,89.7,3,24,0,1,1,Gvardiol Joško,Spain-Croatia-June-15-2024-European-Championship
90,3,CB,26-278,90,0,0,0,0,0,0,0,0,71,2,2,1,0.0,0.0,0.0,0,0,53,62,85.5,1,41,0,1,0,Pongračić Marin,Spain-Croatia-June-15-2024-European-Championship
91,6,CB,24-108,90,0,0,0,0,0,0,0,0,80,3,2,1,0.0,0.0,0.0,0,0,68,70,97.1,2,47,0,2,2,Šutalo Josip,Spain-Croatia-June-15-2024-European-Championship
92,2,RB,24-074,90,0,0,0,0,1,0,0,0,69,4,1,2,0.2,0.2,0.0,3,0,49,61,80.3,5,35,1,1,1,Stanišić Josip,Spain-Croatia-June-15-2024-European-Championship
93,1,GK,29-158,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,30,41,73.2,0,21,0,0,0,Livaković Dominik,Spain-Croatia-June-15-2024-European-Championship
94,9,FW,25-166,82,0,0,0,0,3,1,0,0,21,1,1,0,0.2,0.2,0.2,5,1,10,16,62.5,0,13,0,0,0,Scamacca Gianluca,Italy-Albania-June-15-2024-European-Championship
95,19,FW,25-047,8,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Retegui Mateo,Italy-Albania-June-15-2024-European-Championship
96,10,LW,27-362,76,0,1,0,0,3,0,1,0,45,0,1,1,0.4,0.4,0.4,4,1,39,41,95.1,2,36,4,0,0,Pellegrini Lorenzo,Italy-Albania-June-15-2024-European-Championship
97,16,LM,29-104,14,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,26,28,92.9,1,26,0,0,0,Cristante Bryan,Italy-Albania-June-15-2024-European-Championship
98,14,RW,26-234,76,0,0,0,0,3,0,0,0,46,0,2,0,0.1,0.1,0.3,5,0,27,37,73.0,2,39,4,6,4,Chiesa Federico,Italy-Albania-June-15-2024-European-Championship
99,24,RW,24-116,14,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,9,9,100.0,0,8,1,1,1,Cambiaso Andrea,Italy-Albania-June-15-2024-European-Championship
100,18,"LM,LW",27-129,89,1,0,0,0,1,1,0,0,113,2,1,1,0.1,0.1,0.0,2,0,105,108,97.2,9,105,6,2,1,Barella Nicolò,Italy-Albania-June-15-2024-European-Championship
101,25,LW,26-129,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,1,0,0,0,Folorunsho Michael,Italy-Albania-June-15-2024-European-Championship
102,8,CM,32-178,90,0,0,0,0,0,0,0,0,135,0,3,1,0.0,0.0,0.0,4,0,119,130,91.5,12,119,0,0,0,Jorginho,Italy-Albania-June-15-2024-European-Championship
103,7,RM,24-237,90,0,0,0,0,1,1,0,0,43,1,0,0,0.2,0.2,0.0,2,0,29,35,82.9,3,34,2,1,0,Frattesi Davide,Italy-Albania-June-15-2024-European-Championship
104,3,LB,26-218,82,0,0,0,0,2,1,0,0,67,1,0,1,0.0,0.0,0.2,3,1,53,62,85.5,2,46,3,1,1,Dimarco Federico,Italy-Albania-June-15-2024-European-Championship
105,13,LB,34-196,8,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,8,8,100.0,0,7,0,1,0,Darmian Matteo,Italy-Albania-June-15-2024-European-Championship
106,5,CB,22-027,90,0,0,0,0,2,0,1,0,112,1,3,0,0.3,0.3,0.0,4,0,99,106,93.4,4,102,1,2,2,Calafiori Riccardo,Italy-Albania-June-15-2024-European-Championship
107,23,CB,25-063,90,1,0,0,0,1,1,0,0,121,1,1,1,0.2,0.2,0.0,1,0,111,115,96.5,2,100,2,0,0,Bastoni Alessandro,Italy-Albania-June-15-2024-European-Championship
108,2,RB,30-316,90,0,0,0,0,1,0,0,0,137,2,3,3,0.1,0.1,0.0,2,0,119,128,93.0,9,112,1,0,0,Di Lorenzo Giovanni,Italy-Albania-June-15-2024-European-Championship
109,1,GK,25-111,90,0,0,0,0,0,0,0,0,21,0,0,0,0.0,0.0,0.0,0,0,18,21,85.7,0,17,0,0,0,Donnarumma Gianluigi,Italy-Albania-June-15-2024-European-Championship
110,11,FW,22-279,76,0,0,0,0,0,0,1,0,16,1,0,0,0.0,0.0,0.0,3,0,6,9,66.7,1,9,1,2,1,Broja Armando,Italy-Albania-June-15-2024-European-Championship
111,7,FW,27-112,14,0,0,0,0,1,0,0,0,3,0,0,0,0.2,0.2,0.0,0,0,1,2,50.0,0,1,0,0,0,Manaj Rey,Italy-Albania-June-15-2024-European-Championship
112,15,LW,27-213,67,0,0,0,0,0,0,0,0,20,1,2,0,0.0,0.0,0.0,0,0,9,16,56.3,1,13,1,0,0,Seferi Taulant,Italy-Albania-June-15-2024-European-Championship
113,14,"LW,RM",28-148,23,0,0,0,0,0,0,0,0,12,2,1,0,0.0,0.0,0.0,1,0,6,8,75.0,0,6,1,0,0,Laçi Qazim,Italy-Albania-June-15-2024-European-Championship
114,9,RW,29-027,67,0,0,0,0,2,0,0,0,21,0,2,0,0.0,0.0,0.0,1,0,7,9,77.8,0,14,0,3,0,Asani Jasir,Italy-Albania-June-15-2024-European-Championship
115,26,"RW,LM",25-253,23,0,0,0,0,0,0,1,0,5,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,2,0,0,0,Hoxha Arbër,Italy-Albania-June-15-2024-European-Championship
116,10,AM,25-108,86,1,0,0,0,1,1,0,0,29,0,0,0,0.1,0.1,0.0,1,0,23,27,85.2,1,20,1,0,0,Bajrami Nedim,Italy-Albania-June-15-2024-European-Championship
117,17,FW,23-088,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,3,0,0,0,Muçi Ernest,Italy-Albania-June-15-2024-European-Championship
118,21,"DM,CM",22-098,90,0,0,0,0,2,0,0,0,67,0,1,0,0.1,0.1,0.3,4,0,52,61,85.2,1,46,1,2,1,Asllani Kristjan,Italy-Albania-June-15-2024-European-Championship
119,20,"DM,CM",28-064,90,0,0,0,0,0,0,0,0,52,1,1,3,0.0,0.0,0.0,1,0,38,42,90.5,2,30,0,0,0,Ramadani Ylber,Italy-Albania-June-15-2024-European-Championship
120,3,LB,20-314,90,0,0,0,0,1,0,0,0,57,2,5,1,0.0,0.0,0.0,0,0,41,48,85.4,2,27,0,0,0,Mitaj Mario,Italy-Albania-June-15-2024-European-Championship
121,6,CB,31-117,90,0,0,0,0,1,0,0,0,70,1,0,5,0.1,0.1,0.0,1,0,48,58,82.8,2,41,0,0,0,Djimsiti Berat,Italy-Albania-June-15-2024-European-Championship
122,5,CB,30-264,90,0,0,0,0,0,0,0,0,56,0,1,2,0.0,0.0,0.0,1,0,45,51,88.2,1,39,0,0,0,Ajeti Arlind,Italy-Albania-June-15-2024-European-Championship
123,4,RB,30-116,90,0,0,0,0,0,0,0,0,39,0,0,2,0.0,0.0,0.0,0,0,30,35,85.7,2,21,0,0,0,Hysaj Elseid,Italy-Albania-June-15-2024-European-Championship
124,23,GK,29-088,90,0,0,0,0,0,0,0,0,29,0,0,0,0.0,0.0,0.0,0,0,18,27,66.7,0,16,0,0,0,Strakosha Thomas,Italy-Albania-June-15-2024-European-Championship
125,26,FW,19-283,54,0,0,0,0,0,0,0,0,18,0,1,2,0.0,0.0,0.0,1,0,12,15,80.0,1,9,1,2,1,Urbanski Kacper,Poland-Netherlands-June-16-2024-European-Championship
126,7,FW,27-145,36,0,0,0,0,1,1,0,0,11,0,0,0,0.2,0.2,0.6,3,0,4,7,57.1,0,5,0,2,0,Świderski Karol,Poland-Netherlands-June-16-2024-European-Championship
127,16,FW,27-340,90,1,0,0,0,2,1,0,0,18,0,0,2,0.1,0.1,0.0,2,0,6,6,100.0,0,10,1,2,0,Buksa Adam,Poland-Netherlands-June-16-2024-European-Championship
128,10,CM,30-027,77,0,1,0,0,1,1,0,0,49,0,1,2,0.0,0.0,0.1,4,1,34,41,82.9,4,28,5,2,0,Zieliński Piotr,Poland-Netherlands-June-16-2024-European-Championship
129,6,CM,26-256,13,0,0,0,0,1,0,0,0,8,0,0,0,0.1,0.1,0.2,2,0,5,7,71.4,1,6,2,1,1,Piotrowski Jakub,Poland-Netherlands-June-16-2024-European-Championship
130,13,CM,32-215,54,0,0,0,0,0,0,0,0,18,2,0,1,0.0,0.0,0.0,0,0,11,14,78.6,0,3,0,0,0,Romanchuk Taras,Poland-Netherlands-June-16-2024-European-Championship
131,24,CM,25-079,36,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,1,0,7,9,77.8,1,4,1,0,0,Slisz Bartosz,Poland-Netherlands-June-16-2024-European-Championship
132,20,CM,25-037,45,0,0,0,0,0,0,0,0,20,2,0,2,0.0,0.0,0.0,2,1,12,14,85.7,2,7,0,1,0,Szymański Sebastian,Poland-Netherlands-June-16-2024-European-Championship
133,8,CM,25-070,45,0,0,0,0,3,1,0,0,30,0,0,0,0.6,0.6,0.0,0,0,16,23,69.6,1,17,1,1,1,Moder Jakub,Poland-Netherlands-June-16-2024-European-Championship
