,player,team,xg_shot,psxg_shot,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,match
160,Jude Bellingham,eng England,0.24,0.93,Goal,6,Head,,Kyle Walker,Pass (Live),Jude Bellingham,Pass (Live),Serbia-England-June-16-2024-European-Championship
161,Trent Alexander-Arnold,eng England,0.02,,Off Target,24,Right Foot,,Phil Foden,Pass (Live),Harry Kane,Pass (Live),Serbia-England-June-16-2024-European-Championship
162,Aleksandar Mitrović,rs Serbia,0.05,,Off Target,17,Right Foot,,Andrija Živković,Pass (Live),,,Serbia-England-June-16-2024-European-Championship
163,Dušan Vlahović,rs Serbia,0.04,,Blocked,23,Left Foot,,Sergej Milinković-Savić,Pass (Live),Sergej Milinković-Savić,Take-On,Serbia-England-June-16-2024-European-Championship
164,Trent Alexander-Arnold,eng England,0.05,,Blocked,29,Right Foot,Free kick,Trent Alexander-Arnold,Fouled,Jude Bellingham,Pass (Live),Serbia-England-June-16-2024-European-Championship
165,,,,,,,,,,,,,Serbia-England-June-16-2024-European-Championship
166,Trent Alexander-Arnold,eng England,0.02,0.04,Saved,29,Right Foot,,Declan Rice,Pass (Live),Jude Bellingham,Pass (Live),Serbia-England-June-16-2024-European-Championship
167,Harry Kane,eng England,0.20,0.49,Saved,6,Head,,Jarrod Bowen,Pass (Live),Kyle Walker,Pass (Dead),Serbia-England-June-16-2024-European-Championship
168,Dušan Vlahović,rs Serbia,0.04,0.04,Saved,24,Left Foot,,Ivan Ilić,Pass (Live),Nikola Milenković,Pass (Live),Serbia-England-June-16-2024-European-Championship
169,Veljko Birmančević,rs Serbia,0.02,,Blocked,25,Right Foot,Volley,Dušan Vlahović,Shot,,,Serbia-England-June-16-2024-European-Championship
170,Sergej Milinković-Savić,rs Serbia,0.02,,Off Target,29,Right Foot,,Filip Mladenović,Pass (Live),Filip Mladenović,Take-On,Serbia-England-June-16-2024-European-Championship
171,Ivan Ilić,rs Serbia,0.02,,Blocked,29,Left Foot,,Nikola Milenković,Pass (Live),Filip Mladenović,Pass (Dead),Serbia-England-June-16-2024-European-Championship
172,Viktor Tsyhankov,ua Ukraine,0.07,,Blocked,24,Left Foot,,Artem Dovbyk,Pass (Live),Viktor Tsyhankov,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
173,Florinel Coman,ro Romania,0.03,0.01,Saved,30,Right Foot,,Răzvan Marin,Pass (Live),Denis Drăguș,Take-On,Romania-Ukraine-June-17-2024-European-Championship
174,Heorhiy Sudakov,ua Ukraine,0.02,,Blocked,24,Right Foot,,Mykhailo Mudryk,Pass (Live),Heorhiy Sudakov,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
175,Artem Dovbyk,ua Ukraine,0.06,,Off Target,27,Left Foot,,Mykola Matviyenko,Pass (Live),Oleksandr Zinchenko,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
176,Nicolae Stanciu,ro Romania,0.05,0.40,Goal,25,Right Foot,,Dennis Man,Pass (Live),,,Romania-Ukraine-June-17-2024-European-Championship
177,Viktor Tsyhankov,ua Ukraine,0.06,,Blocked,18,Left Foot,,Artem Dovbyk,Pass (Live),Mykola Shaparenko,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
178,Dennis Man,ro Romania,0.03,,Blocked,24,Left Foot,,Andrei Ratiu,Pass (Live),Răzvan Marin,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
179,,,,,,,,,,,,,Romania-Ukraine-June-17-2024-European-Championship
180,Florinel Coman,ro Romania,0.04,,Off Target,18,Right Foot,,Denis Drăguș,Pass (Live),Răzvan Marin,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
181,Heorhiy Sudakov,ua Ukraine,0.02,,Off Target,27,Right Foot,,Mykhailo Mudryk,Pass (Live),Heorhiy Sudakov,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
182,Mykhailo Mudryk,ua Ukraine,0.02,,Blocked,13,Right Foot,,Mykhailo Mudryk,Take-On,Oleksandr Zinchenko,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
183,Răzvan Marin,ro Romania,0.02,0.13,Goal,27,Right Foot,,Andrei Ratiu,Pass (Live),Denis Drăguș,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
184,Nicolae Stanciu,ro Romania,0.09,,Blocked,22,Right Foot,,Nicolae Stanciu,Interception,,,Romania-Ukraine-June-17-2024-European-Championship
185,Andrei Ratiu,ro Romania,0.05,0.21,Saved,14,Right Foot,,Dennis Man,Pass (Live),Nicolae Stanciu,Shot,Romania-Ukraine-June-17-2024-European-Championship
186,Denis Drăguș,ro Romania,0.87,0.82,Goal,4,Left Foot,,Dennis Man,Pass (Live),Dennis Man,Take-On,Romania-Ukraine-June-17-2024-European-Championship
187,Andriy Yarmolenko,ua Ukraine,0.07,,Off Target,17,Left Foot,,Heorhiy Sudakov,Fouled,Mykola Matviyenko,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
188,Nicolae Stanciu,ro Romania,0.02,,Off Target,30,Right Foot,Free kick,Valentin Mihaila,Fouled,Andrei Burcă,Pass (Dead),Romania-Ukraine-June-17-2024-European-Championship
189,Heorhiy Sudakov,ua Ukraine,0.05,,Blocked,28,Right Foot,Free kick,Mykhailo Mudryk,Fouled,Volodymyr Brazhko,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
190,Heorhiy Sudakov,ua Ukraine,0.05,0.15,Saved,28,Right Foot,,Volodymyr Brazhko,Pass (Live),Andriy Yarmolenko,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
191,Roman Yaremchuk,ua Ukraine,0.05,,Blocked,25,Right Foot,,Heorhiy Sudakov,Pass (Live),Oleksandr Zinchenko,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
192,Mykhailo Mudryk,ua Ukraine,0.23,,Off Target,11,Left Foot,,Artem Dovbyk,Pass (Live),Ruslan Malinovskyi,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
193,Roman Yaremchuk,ua Ukraine,0.04,,Woodwork,13,Right Foot,Volley,Illia Zabarnyi,Pass (Live),Ruslan Malinovskyi,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
194,Mykhailo Mudryk,ua Ukraine,0.02,0.02,Saved,35,Right Foot,,Mykola Matviyenko,Pass (Live),Ruslan Malinovskyi,Pass (Live),Romania-Ukraine-June-17-2024-European-Championship
195,Kevin De Bruyne,be Belgium,0.16,,Off Target,12,Left Foot,,Jeremy Doku,Pass (Live),Jeremy Doku,Take-On,Belgium-Slovakia-June-17-2024-European-Championship
196,Romelu Lukaku,be Belgium,0.41,0.70,Saved,7,Right Foot,,Kevin De Bruyne,Shot,,,Belgium-Slovakia-June-17-2024-European-Championship
197,Juraj Kucka,sk Slovakia,0.14,0.14,Saved,14,Right Foot,,Ivan Schranz,Pass (Live),,,Belgium-Slovakia-June-17-2024-European-Championship
198,Ivan Schranz,sk Slovakia,0.04,0.64,Goal,9,Right Foot,Volley,Juraj Kucka,Shot,,,Belgium-Slovakia-June-17-2024-European-Championship
199,Jeremy Doku,be Belgium,0.02,,Blocked,19,Left Foot,,Jeremy Doku,Take-On,Kevin De Bruyne,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
200,Leandro Trossard,be Belgium,0.04,,Off Target,30,Right Foot,,,,,,Belgium-Slovakia-June-17-2024-European-Championship
201,Róbert Boženík,sk Slovakia,0.03,,Blocked,18,Right Foot,Deflected,Ivan Schranz,Pass (Live),Peter Pekarík,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
202,Róbert Boženík,sk Slovakia,0.07,0.04,Saved,22,Right Foot,,Lukáš Haraslín,Pass (Live),Ondrej Duda,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
203,Leandro Trossard,be Belgium,0.05,,Blocked,23,Right Foot,,Kevin De Bruyne,Pass (Live),Amadou Onana,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
204,Amadou Onana,be Belgium,0.07,0.02,Saved,11,Head,,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
205,Lukáš Haraslín,sk Slovakia,0.09,0.55,Saved,17,Right Foot,Volley,Juraj Kucka,Pass (Live),Ivan Schranz,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
206,Juraj Kucka,sk Slovakia,0.04,,Off Target,6,Head,,Lukáš Haraslín,Pass (Live),Ondrej Duda,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
207,,,,,,,,,,,,,Belgium-Slovakia-June-17-2024-European-Championship
208,Lukáš Haraslín,sk Slovakia,0.03,,Off Target,23,Right Foot,,Dávid Hancko,Pass (Live),Ondrej Duda,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
209,Denis Vavro,sk Slovakia,0.02,,Off Target,37,Right Foot,,Milan Škriniar,Pass (Live),Dávid Hancko,Pass (Dead),Belgium-Slovakia-June-17-2024-European-Championship
210,Romelu Lukaku,be Belgium,0.06,0.18,Saved,14,Right Foot,,Leandro Trossard,Pass (Live),Romelu Lukaku,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
211,Leandro Trossard,be Belgium,0.05,0.12,Saved,24,Right Foot,,Romelu Lukaku,Pass (Live),Kevin De Bruyne,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
212,Yannick Carrasco,be Belgium,0.05,,Blocked,11,Left Foot,Volley,Kevin De Bruyne,Pass (Dead),Kevin De Bruyne,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
213,Romelu Lukaku,be Belgium,0.13,,Off Target,7,Right Foot,Volley,Yannick Carrasco,Pass (Live),Timothy Castagne,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
214,Johan Bakayoko,be Belgium,0.44,,Blocked,10,Left Foot,,Jeremy Doku,Take-On,Yannick Carrasco,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
215,Kevin De Bruyne,be Belgium,0.04,,Blocked,22,Right Foot,,Johan Bakayoko,Pass (Live),Kevin De Bruyne,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
216,Dávid Strelec,sk Slovakia,0.08,,Blocked,9,Right Foot,,Ivan Schranz,Pass (Live),Peter Pekarík,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
217,Juraj Kucka,sk Slovakia,0.04,,Off Target,27,Left Foot,,Ivan Schranz,Pass (Live),Peter Pekarík,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
218,Yannick Carrasco,be Belgium,0.06,,Blocked,23,Right Foot,,Johan Bakayoko,Pass (Live),Romelu Lukaku,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
219,Amadou Onana,be Belgium,0.02,,Off Target,13,Head,,Kevin De Bruyne,Pass (Dead),Yannick Carrasco,Shot,Belgium-Slovakia-June-17-2024-European-Championship
220,Johan Bakayoko,be Belgium,0.04,,Off Target,22,Left Foot,,,,,,Belgium-Slovakia-June-17-2024-European-Championship
221,Kevin De Bruyne,be Belgium,0.05,,Off Target,12,Right Foot,,Loïs Openda,Pass (Live),Youri Tielemans,Pass (Live),Belgium-Slovakia-June-17-2024-European-Championship
222,Kylian Mbappé,fr France,0.10,0.20,Saved,14,Right Foot,,Adrien Rabiot,Pass (Live),Theo Hernández,Pass (Live),Austria-France-June-17-2024-European-Championship
223,Theo Hernández,fr France,0.07,,Off Target,9,Left Foot,,Marcus Thuram,Pass (Live),Theo Hernández,Pass (Live),Austria-France-June-17-2024-European-Championship
224,Antoine Griezmann,fr France,0.04,,Blocked,17,Left Foot,,Adrien Rabiot,Pass (Live),Adrien Rabiot,Take-On,Austria-France-June-17-2024-European-Championship
225,Marcus Thuram,fr France,0.05,,Off Target,6,Head,,Antoine Griezmann,Pass (Dead),Antoine Griezmann,Shot,Austria-France-June-17-2024-European-Championship
226,Kylian Mbappé,fr France,0.02,,Blocked,18,Right Foot,,Kylian Mbappé,Pass (Live),Adrien Rabiot,Pass (Live),Austria-France-June-17-2024-European-Championship
227,Christoph Baumgartner,at Austria,0.49,0.92,Saved,9,Right Foot,,Marcel Sabitzer,Pass (Live),Michael Gregoritsch,Pass (Live),Austria-France-June-17-2024-European-Championship
228,Kevin Danso,at Austria,0.04,,Off Target,11,Head,,Marcel Sabitzer,Pass (Dead),Stefan Posch,Pass (Live),Austria-France-June-17-2024-European-Championship
229,,,,,,,,,,,,,Austria-France-June-17-2024-European-Championship
230,Stefan Posch,at Austria,0.02,,Off Target,26,Right Foot,,Christoph Baumgartner,Pass (Live),Maximilian Wöber,Pass (Live),Austria-France-June-17-2024-European-Championship
231,Kylian Mbappé,fr France,0.62,,Off Target,17,Right Foot,,,,,,Austria-France-June-17-2024-European-Championship
232,Marcel Sabitzer,at Austria,0.04,,Blocked,26,Right Foot,Free kick,Phillipp Mwene,Fouled,,,Austria-France-June-17-2024-European-Championship
233,Ousmane Dembélé,fr France,0.02,,Off Target,24,Left Foot,,N'Golo Kanté,Pass (Live),,,Austria-France-June-17-2024-European-Championship
234,Antoine Griezmann,fr France,0.80,,Off Target,5,Right Foot,,Theo Hernández,Pass (Live),Kylian Mbappé,Pass (Live),Austria-France-June-17-2024-European-Championship
235,Jules Koundé,fr France,0.15,,Blocked,15,Right Foot,,Ousmane Dembélé,Pass (Live),Antoine Griezmann,Shot,Austria-France-June-17-2024-European-Championship
236,Marcus Thuram,fr France,0.09,0.08,Saved,12,Right Foot,,N'Golo Kanté,Pass (Live),Ousmane Dembélé,Pass (Live),Austria-France-June-17-2024-European-Championship
237,Marcus Thuram,fr France,0.02,,Off Target,19,Right Foot,,Theo Hernández,Pass (Live),Marcus Thuram,Pass (Live),Austria-France-June-17-2024-European-Championship
238,Christoph Baumgartner,at Austria,0.14,0.38,Saved,9,Right Foot,,Marko Arnautović,Pass (Live),,,Austria-France-June-17-2024-European-Championship
239,Marcus Thuram,fr France,0.06,0.12,Saved,12,Left Foot,,Eduardo Camavinga,Pass (Live),Eduardo Camavinga,Pass (Live),Austria-France-June-17-2024-European-Championship
240,Kylian Mbappé,fr France,0.07,,Blocked,10,Head,,Antoine Griezmann,Pass (Dead),Kylian Mbappé,Fouled,Austria-France-June-17-2024-European-Championship
241,Patrick Wimmer,at Austria,0.02,0.21,Saved,10,Head,,Stefan Posch,Pass (Dead),,,Austria-France-June-17-2024-European-Championship
242,Marcus Thuram,fr France,0.02,,Blocked,22,Right Foot,,Olivier Giroud,Pass (Live),N'Golo Kanté,Pass (Live),Austria-France-June-17-2024-European-Championship
243,Kaan Ayhan,tr Türkiye,0.10,,Off Target,8,Head,,Hakan Çalhanoğlu,Pass (Dead),Abdülkerim Bardakcı,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
244,Hakan Çalhanoğlu,tr Türkiye,0.03,,Blocked,27,Right Foot,,Mert Müldür,Pass (Live),Hakan Çalhanoğlu,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
245,Abdülkerim Bardakcı,tr Türkiye,0.06,,Off Target,8,Head,,Abdülkerim Bardakcı,Pass (Live),Ferdi Kadioglu,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
246,Kaan Ayhan,tr Türkiye,0.06,,Woodwork,24,Right Foot,,Kenan Yıldız,Pass (Live),Kenan Yıldız,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
247,Anzor Mekvabishvili,ge Georgia,0.02,0.07,Saved,33,Right Foot,Deflected,Khvicha Kvaratskhelia,Pass (Live),Giorgi Chakvetadze,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
248,Georges Mikautadze,ge Georgia,0.03,,Off Target,21,Right Foot,,Anzor Mekvabishvili,Shot,,,Turkiye-Georgia-June-18-2024-European-Championship
249,Kenan Yıldız,tr Türkiye,0.01,0.04,Saved,18,Left Foot,,Kaan Ayhan,Pass (Live),Ferdi Kadioglu,Pass (Dead),Turkiye-Georgia-June-18-2024-European-Championship
250,Hakan Çalhanoğlu,tr Türkiye,0.06,,Off Target,16,Right Foot,Volley,Ferdi Kadioglu,Pass (Live),Kenan Yıldız,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
251,Orkun Kökçü,tr Türkiye,0.01,,Blocked,32,Right Foot,,Ferdi Kadioglu,Pass (Live),Abdülkerim Bardakcı,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
252,Mert Müldür,tr Türkiye,0.03,0.42,Goal,18,Right Foot,Volley,Orkun Kökçü,Pass (Live),Kenan Yıldız,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
253,Orkun Kökçü,tr Türkiye,0.43,,Off Target,10,Right Foot,,Arda Güler,Pass (Live),Barış Alper Yılmaz,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
254,Heorhii Tsitaishvili,ge Georgia,0.02,0.14,Saved,17,Left Foot,,Georges Mikautadze,Pass (Live),Anzor Mekvabishvili,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
255,Georges Mikautadze,ge Georgia,0.33,0.86,Goal,9,Right Foot,,Giorgi Kochorashvili,Pass (Live),Otar Kakabadze,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
256,Georges Mikautadze,ge Georgia,0.16,,Off Target,13,Right Foot,Volley,Otar Kakabadze,Pass (Live),Giorgi Chakvetadze,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
257,Giorgi Kochorashvili,ge Georgia,0.05,,Blocked,23,Right Foot,,Khvicha Kvaratskhelia,Pass (Live),Otar Kakabadze,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
258,Kaan Ayhan,tr Türkiye,0.14,,Blocked,14,Left Foot,,Orkun Kökçü,Fouled,Hakan Çalhanoğlu,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
259,Ferdi Kadioglu,tr Türkiye,0.01,,Off Target,42,Right Foot,,Orkun Kökçü,Fouled,Kaan Ayhan,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
260,,,,,,,,,,,,,Turkiye-Georgia-June-18-2024-European-Championship
261,Mert Müldür,tr Türkiye,0.50,0.33,Saved,9,Left Foot,,Barış Alper Yılmaz,Pass (Live),Kaan Ayhan,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
262,Barış Alper Yılmaz,tr Türkiye,0.10,,Blocked,13,Left Foot,,Arda Güler,Pass (Live),Samet Akaydın,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
263,Heorhii Tsitaishvili,ge Georgia,0.03,0.06,Saved,16,Left Foot,,Georges Mikautadze,Pass (Live),Otar Kakabadze,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
264,Georges Mikautadze,ge Georgia,0.17,,Blocked,9,Right Foot,,Khvicha Kvaratskhelia,Pass (Live),Heorhii Tsitaishvili,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
265,Hakan Çalhanoğlu,tr Türkiye,0.04,0.04,Saved,33,Right Foot,Free kick,Kaan Ayhan,Fouled,Kenan Yıldız,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
266,Kenan Yıldız,tr Türkiye,0.02,,Blocked,22,Right Foot,,Ferdi Kadioglu,Pass (Live),Kenan Yıldız,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
267,Mert Müldür,tr Türkiye,0.02,,Blocked,25,Right Foot,,Arda Güler,Pass (Live),Orkun Kökçü,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
268,Hakan Çalhanoğlu,tr Türkiye,0.02,,Blocked,25,Right Foot,,Barış Alper Yılmaz,Pass (Live),Arda Güler,Take-On,Turkiye-Georgia-June-18-2024-European-Championship
269,Khvicha Kvaratskhelia,ge Georgia,0.15,,Off Target,13,Right Foot,,Heorhii Tsitaishvili,Pass (Live),Khvicha Kvaratskhelia,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
270,Arda Güler,tr Türkiye,0.03,0.56,Goal,27,Left Foot,,Kaan Ayhan,Tackle,,,Turkiye-Georgia-June-18-2024-European-Championship
271,Orkun Kökçü,tr Türkiye,0.40,0.70,Saved,11,Left Foot,,Ferdi Kadioglu,Pass (Live),Kenan Yıldız,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
272,Giorgi Kochorashvili,ge Georgia,0.12,,Woodwork,13,Right Foot,,Giorgi Kochorashvili,Take-On,Georges Mikautadze,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
273,Orkun Kökçü,tr Türkiye,0.01,,Off Target,64,Right Foot,,Hakan Çalhanoğlu,Pass (Live),Abdülkerim Bardakcı,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
274,Luka Lochoshvili,ge Georgia,0.06,,Off Target,10,Head,,Khvicha Kvaratskhelia,Pass (Live),Otar Kakabadze,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
275,Yusuf Yazıcı,tr Türkiye,0.14,0.48,Saved,10,Head,,Zeki Çelik,Pass (Live),Samet Akaydın,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
276,Budu Zivzivadze,ge Georgia,0.09,,Blocked,7,Left Foot,Volley,Khvicha Kvaratskhelia,Pass (Live),Lasha Dvali,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
277,Giorgi Kochorashvili,ge Georgia,0.11,,Off Target,9,Left Foot,Volley,Budu Zivzivadze,Shot,,,Turkiye-Georgia-June-18-2024-European-Championship
278,Zuriko Davitashvili,ge Georgia,0.04,,Blocked,13,Right Foot,Volley,Giorgi Kochorashvili,Fouled,Luka Lochoshvili,Pass (Live),Turkiye-Georgia-June-18-2024-European-Championship
279,Kerem Aktürkoğlu,tr Türkiye,0.78,0.48,Goal,27,Right Foot,,Orkun Kökçü,Tackle,,,Turkiye-Georgia-June-18-2024-European-Championship
280,Pavel Šulc,cz Czechia,0.09,,Blocked,18,Right Foot,,Patrik Schick,Pass (Live),Lukáš Provod,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
281,Cristiano Ronaldo,pt Portugal,0.04,,Off Target,12,Head,,Rafael Leão,Pass (Live),Vitinha,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
282,Nuno Mendes,pt Portugal,0.02,,Off Target,33,Left Foot,,Bruno Fernandes,Pass (Live),Diogo Dalot,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
283,Rúben Dias,pt Portugal,0.04,,Blocked,24,Right Foot,,Vitinha,Pass (Live),Nuno Mendes,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
284,João Cancelo,pt Portugal,0.04,,Blocked,18,Right Foot,,Pepe,Pass (Live),Bruno Fernandes,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
285,Bruno Fernandes,pt Portugal,0.01,,Blocked,30,Right Foot,,Nuno Mendes,Pass (Live),João Cancelo,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
286,Cristiano Ronaldo,pt Portugal,0.56,0.77,Saved,11,Left Foot,,Bruno Fernandes,Pass (Live),Pepe,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
287,Vitinha,pt Portugal,0.02,0.21,Saved,26,Right Foot,,Cristiano Ronaldo,Shot,,,Portugal-Czechia-June-18-2024-European-Championship
288,Vitinha,pt Portugal,0.10,,Blocked,13,Right Foot,,Cristiano Ronaldo,Pass (Live),Bruno Fernandes,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
289,Cristiano Ronaldo,pt Portugal,0.02,0.08,Saved,14,Left Foot,,João Cancelo,Pass (Live),Bruno Fernandes,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
290,,,,,,,,,,,,,Portugal-Czechia-June-18-2024-European-Championship
291,Diogo Dalot,pt Portugal,0.02,,Off Target,23,Left Foot,,Bernardo Silva,Pass (Live),Rúben Dias,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
292,Bernardo Silva,pt Portugal,0.02,,Off Target,22,Left Foot,,Bruno Fernandes,Pass (Dead),Vitinha,Fouled,Portugal-Czechia-June-18-2024-European-Championship
293,Cristiano Ronaldo,pt Portugal,0.07,,Blocked,10,Head,,Rúben Dias,Pass (Live),Vitinha,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
294,Cristiano Ronaldo,pt Portugal,0.04,0.06,Saved,31,Right Foot,Free kick,João Cancelo,Fouled,Vitinha,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
295,Rafael Leão,pt Portugal,0.03,,Blocked,18,Right Foot,,Diogo Dalot,Pass (Live),Diogo Dalot,Take-On,Portugal-Czechia-June-18-2024-European-Championship
296,Mojmir Chytil,cz Czechia,0.02,,Off Target,15,Head,,Vladimír Coufal,Pass (Live),Ondřej Lingr,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
297,Lukáš Provod,cz Czechia,0.07,0.34,Goal,24,Right Foot,,Vladimír Coufal,Pass (Live),Mojmir Chytil,Shot,Portugal-Czechia-June-18-2024-European-Championship
298,Nuno Mendes,pt Portugal,0.05,0.04,Saved,7,Head,,Vitinha,Pass (Live),Bernardo Silva,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
299,Bernardo Silva,pt Portugal,0.04,0.06,Saved,18,Left Foot,,Diogo Jota,Tackle,,,Portugal-Czechia-June-18-2024-European-Championship
300,Vitinha,pt Portugal,0.03,0.09,Saved,31,Right Foot,,Cristiano Ronaldo,Pass (Live),Bruno Fernandes,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
301,Bruno Fernandes,pt Portugal,0.01,,Blocked,22,Right Foot,Deflected,Bernardo Silva,Pass (Live),Bruno Fernandes,Pass (Dead),Portugal-Czechia-June-18-2024-European-Championship
302,Petr Ševčík,cz Czechia,0.12,,Blocked,17,Left Foot,,Mojmir Chytil,Pass (Live),Antonín Barák,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
303,Tomáš Souček,cz Czechia,0.13,,Off Target,22,Left Foot,,Petr Ševčík,Shot,,,Portugal-Czechia-June-18-2024-European-Championship
304,Francisco Conceição,pt Portugal,0.72,0.97,Goal,4,Left Foot,,Pedro Neto,Take-On,Gonçalo Inácio,Pass (Live),Portugal-Czechia-June-18-2024-European-Championship
305,Qazim Laçi,al Albania,0.34,0.47,Goal,8,Head,,Jasir Asani,Pass (Live),Ylber Ramadani,Pass (Live),Croatia-Albania-June-19-2024-European-Championship
306,Nedim Bajrami,al Albania,0.02,,Blocked,17,Right Foot,,Elseid Hysaj,Pass (Live),Jasir Asani,Pass (Live),Croatia-Albania-June-19-2024-European-Championship
307,Elseid Hysaj,al Albania,0.03,,Blocked,25,Left Foot,Volley,Kristjan Asllani,Pass (Dead),Nedim Bajrami,Shot,Croatia-Albania-June-19-2024-European-Championship
308,Mateo Kovačić,hr Croatia,0.02,,Blocked,28,Right Foot,,Andrej Kramarić,Pass (Live),Josip Šutalo,Tackle,Croatia-Albania-June-19-2024-European-Championship
309,Marcelo Brozović,hr Croatia,0.03,,Off Target,21,Right Foot,,Mateo Kovačić,Pass (Live),Andrej Kramarić,Pass (Live),Croatia-Albania-June-19-2024-European-Championship
310,Bruno Petković,hr Croatia,0.13,,Off Target,11,Head,,Lovro Majer,Pass (Live),Marcelo Brozović,Pass (Live),Croatia-Albania-June-19-2024-European-Championship
311,Rey Manaj,al Albania,0.04,,Blocked,11,Head,,Jasir Asani,Pass (Live),Qazim Laçi,Pass (Live),Croatia-Albania-June-19-2024-European-Championship
312,Elseid Hysaj,al Albania,0.06,,Off Target,18,Left Foot,,Rey Manaj,Shot,,,Croatia-Albania-June-19-2024-European-Championship
313,Kristjan Asllani,al Albania,0.30,0.59,Saved,14,Right Foot,,,,,,Croatia-Albania-June-19-2024-European-Championship
314,Marcelo Brozović,hr Croatia,0.02,0.03,Saved,33,Right Foot,,Luka Modrić,Pass (Live),Ivan Perišić,Pass (Live),Croatia-Albania-June-19-2024-European-Championship
